\ Internal Format Catalogue
\ 
\ Parameters:
\ 
\type="internal"
\filter="F210M"
\ 
|               RA|               DEC|          FLUX| TYPE|   N|  Re| Phi|Ratio|  ID| Notes|
|           double|            double|        double| char|char|char|char| char|long|  char|
|                 |                  |              |     |    |    |    |     |    |      |
|             null|              null|          null| null|null|null|null| null|null|  null|
  0.00338843073085  0.000376628753222   1.0661463078 point  N/A  N/A  N/A   N/A    1   None 
  0.00498211689322   0.00370752690197  6.09792008845 point  N/A  N/A  N/A   N/A    2   None 
     359.996407468  -0.00478149215063  4.29696003414 point  N/A  N/A  N/A   N/A    3   None 
 9.47455914588e-05 -0.000157384371143  10.1720043292 point  N/A  N/A  N/A   N/A    4   None 
     359.999658046   0.00534849361458  9.69644486258 point  N/A  N/A  N/A   N/A    5   None 
    0.007018680452   0.00338267969185   1.6057762642 point  N/A  N/A  N/A   N/A    6   None 
  0.00365266468953   0.00328064167221   1.6386963234 point  N/A  N/A  N/A   N/A    7   None 
      359.99807857   -0.0055044728323  11.2272932432 point  N/A  N/A  N/A   N/A    8   None 
 0.000216413792417  -0.00119519309234  60.1552337444 point  N/A  N/A  N/A   N/A    9   None 
  0.00437988784662   -0.0143878874368  17.6622947208 point  N/A  N/A  N/A   N/A   10   None 
 0.000272495214566  0.000234516052472  2.41868774601 point  N/A  N/A  N/A   N/A   11   None 
     359.998714925 -0.000460640481425  5.64425729434 point  N/A  N/A  N/A   N/A   12   None 
     359.999989522  1.24776765627e-05    5.771618534 point  N/A  N/A  N/A   N/A   13   None 
     359.998832022   0.00484815092955  5.57505016685 point  N/A  N/A  N/A   N/A   14   None 
     359.999461661   0.00399218996089  2.55292325997 point  N/A  N/A  N/A   N/A   15   None 
     359.999818419  0.000599979832773  5.86030264117 point  N/A  N/A  N/A   N/A   16   None 
  0.00141978052943   0.00575264185684  5.64874803576 point  N/A  N/A  N/A   N/A   17   None 
  0.00690068689408   0.00122867925899 0.408982433116 point  N/A  N/A  N/A   N/A   18   None 
     359.999935821 -8.27759338813e-05  9.09436777734 point  N/A  N/A  N/A   N/A   19   None 
     359.999952191 -0.000281614390406  20.4842223476 point  N/A  N/A  N/A   N/A   20   None 
  0.00487873476742    0.0081475937526  2.49468964187 point  N/A  N/A  N/A   N/A   21   None 
     359.997063933 -0.000756202600377  6.10740108566 point  N/A  N/A  N/A   N/A   22   None 
  0.00640048431493   -0.0028256368047 0.612021473124 point  N/A  N/A  N/A   N/A   23   None 
     359.998856419   0.00163959073314   2.5371199137 point  N/A  N/A  N/A   N/A   24   None 
      359.99262315   0.00169927122047  50.8993658343 point  N/A  N/A  N/A   N/A   25 Binary 
     359.999440477   0.00170967503747  5.95563875152 point  N/A  N/A  N/A   N/A   27   None 
 2.84980284555e-05  -0.00459697927211  3.18851739937 point  N/A  N/A  N/A   N/A   28   None 
  0.00513431383617    0.0281513159748  10.4798667495 point  N/A  N/A  N/A   N/A   29   None 
 0.000265694212441 -7.09903783935e-05  2.00624110929 point  N/A  N/A  N/A   N/A   30   None 
  0.00319141408476   -0.0137427100486  5.89156755014 point  N/A  N/A  N/A   N/A   31   None 
  0.00921282400006  -0.00351760756696  16.1054384815 point  N/A  N/A  N/A   N/A   32 Binary 
  0.00235738379295   0.00188092757384  4.25579538498 point  N/A  N/A  N/A   N/A   34   None 
 0.000585154058644 -0.000460261420823  11.2324077262 point  N/A  N/A  N/A   N/A   35   None 
     359.999998675 -0.000620894133753  35.2331553645 point  N/A  N/A  N/A   N/A   36 Binary 
     359.998274575  -0.00367038068805  5.63438698482 point  N/A  N/A  N/A   N/A   38   None 
     359.992391536   0.00354393378365  5.63168609665 point  N/A  N/A  N/A   N/A   39   None 
      359.99319322   0.00953265977683  1.18921425702 point  N/A  N/A  N/A   N/A   40   None 
     359.998861277  9.41389639829e-05  41.5009229881 point  N/A  N/A  N/A   N/A   41   None 
  0.00128622102863   0.00328743375825  4.42933159008 point  N/A  N/A  N/A   N/A   42   None 
     359.999145211   -0.0023786461481  32.6979882434 point  N/A  N/A  N/A   N/A   43   None 
 8.07480737499e-05  0.000101231068326 0.558348153307 point  N/A  N/A  N/A   N/A   44   None 
  0.00345615128982  -0.00537051705294  1.03426547736 point  N/A  N/A  N/A   N/A   45   None 
    0.002944422638  -0.00164630478693 0.516658288386 point  N/A  N/A  N/A   N/A   46   None 
  0.00550997097114  0.000989267154755  5.82310112427 point  N/A  N/A  N/A   N/A   47   None 
     359.998841212  2.75419516064e-05  6.00449544094 point  N/A  N/A  N/A   N/A   48   None 
 0.000144707058037 -0.000119263418416  5.75476335305 point  N/A  N/A  N/A   N/A   49   None 
  0.00319498518986  -0.00427144231803 0.503458706002 point  N/A  N/A  N/A   N/A   50   None 
 0.000859991996975 -0.000160472353131  5.86303773565 point  N/A  N/A  N/A   N/A   51   None 
  0.00130119150951 -0.000975744764965  2.13090220165 point  N/A  N/A  N/A   N/A   52   None 
     359.994713491   0.00461363548667  5.64874732698 point  N/A  N/A  N/A   N/A   53   None 
     359.999361555 -3.08690306809e-05 0.743567270528 point  N/A  N/A  N/A   N/A   54   None 
     359.999486541   0.00523895904347  6.06632273437 point  N/A  N/A  N/A   N/A   55   None 
     359.999477528 -1.81886574764e-05  5.87974071313 point  N/A  N/A  N/A   N/A   56   None 
   0.0021761543563  0.000659072210449 0.386972727905 point  N/A  N/A  N/A   N/A   57   None 
  0.00404542355225 -0.000676241189429  6.11426396329 point  N/A  N/A  N/A   N/A   58   None 
 0.000325304750647 -0.000105679025132  31.1399653736 point  N/A  N/A  N/A   N/A   59   None 
 0.000935647248744 -0.000521751707789  10.6456853359 point  N/A  N/A  N/A   N/A   60   None 
     359.999758105   0.00151005101148  583.610244988 point  N/A  N/A  N/A   N/A   61   None 
  0.00569061857114     0.013513661788  63.2689046217 point  N/A  N/A  N/A   N/A   62   None 
     359.992863582  -0.00833208091944  11.2573025837 point  N/A  N/A  N/A   N/A   63   None 
     359.999998579 -0.000220689174903  1.71593421456 point  N/A  N/A  N/A   N/A   64   None 
     359.999424469 -0.000490148256026    6.087544516 point  N/A  N/A  N/A   N/A   65   None 
  0.00391774426118  0.000201845544026  5.54931644697 point  N/A  N/A  N/A   N/A   66   None 
     359.993055469  -0.00413204470674   1.0848594434 point  N/A  N/A  N/A   N/A   67   None 
 6.14951189436e-05   2.4031789082e-05  2.81027756827 point  N/A  N/A  N/A   N/A   68   None 
 0.000872497178522  -0.00342749127516 0.538302379383 point  N/A  N/A  N/A   N/A   69   None 
 0.000887484883392 -9.71846447059e-05   4.7140626871 point  N/A  N/A  N/A   N/A   70   None 
  0.00080903936082   0.00116061344593  250.288939828 point  N/A  N/A  N/A   N/A   71   None 
 0.000905849557298   -0.0011865393277  0.78925452847 point  N/A  N/A  N/A   N/A   72   None 
  0.00208114568364   0.00122026561853 0.771881550343 point  N/A  N/A  N/A   N/A   73   None 
 0.000428824467546 -0.000328613307568  6.58573104029 point  N/A  N/A  N/A   N/A   74   None 
  0.00151603388507  -0.00299093265573  5.97390352909 point  N/A  N/A  N/A   N/A   75   None 
     359.997839492 -0.000927656126456  5.33832832002 point  N/A  N/A  N/A   N/A   76   None 
     359.995219501    0.0156713705278 0.725796396326 point  N/A  N/A  N/A   N/A   77   None 
     359.999887238  0.000186253045664  1.25139624914 point  N/A  N/A  N/A   N/A   78   None 
     359.997482279  -0.00280231354634  37.3728381206 point  N/A  N/A  N/A   N/A   79   None 
 0.000428862068112 -0.000189282381549  3.70764771469 point  N/A  N/A  N/A   N/A   80   None 
  0.00903688845718   -0.0185110858809  6.25678347239 point  N/A  N/A  N/A   N/A   81 Binary 
     359.989927131   0.00847640665853 0.385442664608 point  N/A  N/A  N/A   N/A   83   None 
  0.00340634068009 -0.000993340812239  1.85439791058 point  N/A  N/A  N/A   N/A   84   None 
     359.998478005   0.00226757322061  4.27536948177 point  N/A  N/A  N/A   N/A   85   None 
     359.996361516   0.00101311079886  6.08711105595 point  N/A  N/A  N/A   N/A   86   None 
  0.00371590252459  -0.00128849865928  35.0133564213 point  N/A  N/A  N/A   N/A   87   None 
     359.984437907 -0.000368539440926  6.08111437271 point  N/A  N/A  N/A   N/A   88   None 
     359.993414095   0.00729036624733  5.62142473826 point  N/A  N/A  N/A   N/A   89   None 
  0.00209823707227   0.00231303862121 0.891129179465 point  N/A  N/A  N/A   N/A   90   None 
 6.28036607291e-05 -6.47930983484e-05  7.08936113767 point  N/A  N/A  N/A   N/A   91   None 
  0.00243033350475   0.00128314741501  11.2648075304 point  N/A  N/A  N/A   N/A   92   None 
  0.00236849771203   0.00110204472958  6.04360683881 point  N/A  N/A  N/A   N/A   93   None 
      359.99859385  0.000567046583122  4.31663568262 point  N/A  N/A  N/A   N/A   94   None 
 0.000890653045715  2.03091183915e-05 0.901678440043 point  N/A  N/A  N/A   N/A   95   None 
  0.00267995722722  -0.00582359637478  5.88940427246 point  N/A  N/A  N/A   N/A   96   None 
     359.999431989  0.000511513983581  5.73537599958 point  N/A  N/A  N/A   N/A   97   None 
     359.999020566 -0.000633549588927  52.5567838577 point  N/A  N/A  N/A   N/A   98 Binary 
