\ Stellar Population Table
\ 
\ Parameters:
\ 
\type="phoenix"
\id=0
\n_stars=2192
\age_l=1e+09
\age_h=1e+09
\met_l=0.000000
\met_h=0.000000
\imf="salpeter"
\alpha=2.350000
\distribution="invpow"
\clustered="False"
\radius=10.000000
\radius_units="pc"
\dist_l=20000
\dist_h=20000
\offset_ra=0.000000
\offset_dec=0.000000
\ 
|  ID|               RA|               DEC|     Distance|         Age|Metallicity|          Mass|Binary|Dataset|     Absolute|     Apparent|
|long|           double|            double|       double|      double|     double|        double|double| double|       double|       double|
|    |          degrees|           degrees|           pc|       years|           |  solar masses|      |       |    johnson,u|    johnson,u|
|null|             null|              null|         null|        null|       null|          null|  null|   null|         null|         null|
   63     359.992863582  -0.00833208091944 19998.2257443 1000000000.0         0.0 0.306843138328    0.0     0.0 12.9691713561 29.4741286885 
   64     359.999998579 -0.000220689174903 20000.7847435 1000000000.0         0.0 0.127309782062    0.0     0.0 16.1799184996 32.6851536787 
   65     359.999424469 -0.000490148256026 19999.0045977 1000000000.0         0.0 0.202596632647    0.0     0.0 14.2736737021 30.7787156033 
   66  0.00391774426118  0.000201845544026  20002.321921 1000000000.0         0.0 0.159844727563    0.0     0.0 15.1402622284 31.6456642914 
   67     359.993055469  -0.00413204470674 19992.9908436 1000000000.0         0.0 0.116837003373    0.0     0.0 16.6829304676  33.187319303 
   68 6.14951189436e-05   2.4031789082e-05 20002.7856195 1000000000.0         0.0 0.141522736072    0.0     0.0 15.6432008948 32.1486532969 
   69 0.000872497178522  -0.00342749127516 20000.7207164 1000000000.0         0.0 0.103797536073    0.0     0.0 17.5813497646 34.0865779923 
   70 0.000887484883392 -9.71846447059e-05 19998.3246914 1000000000.0         0.0  0.15424467599    0.0     0.0 15.2939836441 31.7989517205 
   71  0.00080903936082   0.00116061344593  20000.016755 1000000000.0         0.0  1.28155686091    0.0     0.0 4.17508991083 20.6802417083 
   72 0.000905849557298   -0.0011865393277 19998.0812943 1000000000.0         0.0 0.109788839699    0.0     0.0 17.1685489447 33.6734905922 
   73  0.00208114568364   0.00122026561853 19998.1651712 1000000000.0         0.0 0.109373991907    0.0     0.0 17.1971319576 33.7020827128 
   74 0.000428824467546 -0.000328613307568 20000.6634053 1000000000.0         0.0 0.261587254555    0.0     0.0 13.4536874209 29.9589094264 
   75  0.00151603388507  -0.00299093265573 19996.2359919 1000000000.0         0.0 0.189219275535    0.0     0.0  14.534082924 31.0388241918 
   76     359.997839492 -0.000927656126456 20002.1295477 1000000000.0         0.0 0.158432630771    0.0     0.0 15.1790242853  31.684405464 
   77     359.995219501    0.0156713705278 20000.7239228 1000000000.0         0.0 0.108277546113    0.0     0.0 17.2726770728 33.7779056486 
   78     359.999887238  0.000186253045664 20002.0480212 1000000000.0         0.0 0.120514572753    0.0     0.0 16.4449316626 32.9503039906 
   79     359.997482279  -0.00280231354634 19999.9777566 1000000000.0         0.0 0.502219586531    0.0     0.0 11.4516428368 27.9567904001 
   80 0.000428862068112 -0.000189282381549 20000.5172187 1000000000.0         0.0 0.147520367151    0.0     0.0 15.4785659217 31.9837720556 
   81  0.00903688845718   -0.0185110858809 19999.9079621 1000000000.0         0.0 0.102721377275    1.0     0.0 17.6554971057 34.1606370911 
   82  0.00903688845718   -0.0185110858809 19999.9079621 1000000000.0         0.0 0.173925721076    0.0     0.0 14.8491301458 31.3542701313 
   83     359.989927131   0.00847640665853 19994.5529736 1000000000.0         0.0 0.100139408459    0.0     0.0 17.8333947572 34.3379532515 
   84  0.00340634068009 -0.000993340812239 20001.5411187 1000000000.0         0.0 0.129337955388    0.0     0.0 16.1008197399 32.6061370366 
   85     359.998478005   0.00226757322061 19999.6535554 1000000000.0         0.0 0.151315000069    0.0     0.0 15.3744032481 31.8795156114 
   86     359.996361516   0.00101311079886 20002.5134629 1000000000.0         0.0  0.19781142676    0.0     0.0 14.3570846088 30.8625074657 
   87  0.00371590252459  -0.00128849865928 19994.9116546 1000000000.0         0.0  0.57120408476    0.0     0.0 10.8969172378 27.4015146857 
   88     359.984437907 -0.000368539440926 20003.2690549 1000000000.0         0.0 0.202912842747    0.0     0.0 14.2690064411 30.7745113235 
   89     359.993414095   0.00729036624733 20002.5533669 1000000000.0         0.0  0.24085075317    0.0     0.0 13.7090428832 30.2144700721 
   90  0.00209823707227   0.00231303862121 19994.7326561 1000000000.0         0.0 0.112215274002    0.0     0.0 17.0013676212 33.5059456296 
   91 6.28036607291e-05 -6.47930983484e-05 19999.9572814 1000000000.0         0.0 0.267014294048    0.0     0.0 13.3973374793 29.9024828195 
   92  0.00243033350475   0.00128314741501 19999.4973192 1000000000.0         0.0 0.354033962893    0.0     0.0  12.594007577 29.0991029767 
   93  0.00236849771203   0.00110204472958 20002.1835551 1000000000.0         0.0 0.206059695186    0.0     0.0 14.2225588991 30.7279459409 
   94      359.99859385  0.000567046583122 19999.5604967 1000000000.0         0.0 0.151590708964    0.0     0.0 15.3668350389 31.8719372983 
   95 0.000890653045715  2.03091183915e-05 20000.3519083 1000000000.0         0.0   0.1124792926    0.0     0.0 16.9831767399 33.4883649258 
   96  0.00267995722722  -0.00582359637478 20001.5848448 1000000000.0         0.0 0.183246832677    0.0     0.0 14.6571152468 31.1624372907 
   97     359.999431989  0.000511513983581  20000.817944 1000000000.0         0.0 0.171899972352    0.0     0.0 14.8908605695 31.3960993532 
   98     359.999020566 -0.000633549588927  20000.683155 1000000000.0         0.0 0.101902278606    1.0     0.0 17.7119330041 34.2171571537 
   99     359.999020566 -0.000633549588927  20000.683155 1000000000.0         0.0 0.782225578718    0.0     0.0 8.54651595575 25.0517401054 
  100  0.00186325053094  -0.00548125638505 19994.5702708 1000000000.0         0.0 0.160346829433    0.0     0.0 15.1288553137 31.6334156866 
  101     359.998852897   0.00471972233403 20003.9501171 1000000000.0         0.0  0.16547130313    0.0     0.0 15.0232911555   31.52886997 
  102      359.98977278  -0.00108561850629 19999.8232696 1000000000.0         0.0 0.174202637791    0.0     0.0 14.8434256615 31.3485564515 
  103     359.999995141  2.42374163125e-05 20000.2373554 1000000000.0         0.0 0.338036484707    0.0     0.0 12.7211304874 29.2263062361 
  104   0.0028115095113   -0.0064963123568 20001.4532154 1000000000.0         0.0 0.104057941981    0.0     0.0 17.5634077975  34.068715551 
  105   0.0118583616421  -0.00301563307072 19997.5654531 1000000000.0         0.0 0.221655750995    0.0     0.0 13.9923611153   30.49724675 
  106 5.96289440577e-05  3.63417052127e-05 19998.7325374 1000000000.0         0.0 0.283682612042    0.0     0.0 13.2242672911  29.729279652 
  107      359.99705068   0.00227817914834 20000.0409239 1000000000.0         0.0 0.242083163232    0.0     0.0 13.6908525107 30.1960069323 
  108     359.997252741  -0.00219582565756 20000.2373032 1000000000.0         0.0 0.311954715804    0.0     0.0 12.9285255048 29.4337012479 
  109 0.000670896330665   0.00611343530201 20000.5430279 1000000000.0         0.0 0.180070980405    0.0     0.0 14.7225378037 31.2277467397 
  110     359.999554809 -0.000143063914541 20000.6416808 1000000000.0         0.0 0.948625823051    0.0     0.0 6.61371240936 23.1189320562 
  111  0.00252149028174   -0.0040826452759 20000.3403101 1000000000.0         0.0   0.1119584758    0.0     0.0 17.0190610174 33.5242479441 
  112     359.999738888 -0.000287667685937 19998.2767551 1000000000.0         0.0 0.101899506177    0.0     0.0 17.7121240244 34.2170868957 
  113     359.997464354  -0.00267457903212 20000.4050827 1000000000.0         0.0  0.19141242437    0.0     0.0  14.488904058 30.9940980172 
  114     359.999367267 -3.40747745988e-05   20000.23197 1000000000.0         0.0 0.108894986152    0.0     0.0 17.2301354541 33.7353106181 
  115     359.993272703   0.00343007451007 19999.9458017 1000000000.0         0.0 0.776566754932    0.0     0.0 8.62177829706 25.1269223909 
  116     359.994982756  -0.00864123561324 19998.5262164 1000000000.0         0.0 0.132809122551    0.0     0.0 15.9654442205 32.4704341789 
  117     359.999804654   -0.0013235326127 19999.7981423 1000000000.0         0.0 0.116620077953    0.0     0.0 16.6978766291 33.2030046908 
  118 0.000354261897118  0.000935903011341 19999.0561907 1000000000.0         0.0 0.108381346487    1.0     0.0  17.265525227 33.7705727301 
  119 0.000354261897118  0.000935903011341 19999.0561907 1000000000.0         0.0 0.155508262536    0.0     0.0 15.2592981934 31.7643456965 
  120     359.999999016  -0.00180822036204  20001.937089 1000000000.0         0.0 0.581110389042    0.0     0.0 10.8123174161  27.317677701 
  121 0.000837959321371   0.00111776437052 19996.6545905 1000000000.0         0.0 0.443493739298    0.0     0.0 11.9072763995 28.4120631242 
  122   0.0010905886566   0.00257412197452 20000.8856249 1000000000.0         0.0 0.123246137991    0.0     0.0 16.3384006183   32.84364675 
  123  0.00125189658689  -0.00115017495954  19998.444209 1000000000.0         0.0 0.136088095613    0.0     0.0 15.8375642711  32.342545325 
  124      359.99967554 -0.000104651538744 19999.1040063 1000000000.0         0.0 0.115472491751    0.0     0.0 16.7769453184 33.2819980132 
  125  0.00573950316917   0.00110615689292 19995.4273916 1000000000.0         0.0 0.508262471004    0.0     0.0 11.4043874897 27.9090409466 
  126     359.991855297   0.00209872880656 19993.8825655 1000000000.0         0.0 0.241158151035    0.0     0.0 13.7045056907 30.2089913754 
  127   0.0112892030602  -0.00590068060174 20003.1824783 1000000000.0         0.0 0.253550607465    0.0     0.0 13.5371333946 30.0426288786 
  128      359.99982128 -0.000597351255434 20000.3521416 1000000000.0         0.0 0.502619999347    0.0     0.0 11.4485116092 27.9536998205 
  129     359.997750361   0.00133079959576 20000.8059106 1000000000.0         0.0 0.294379551267    0.0     0.0 13.1131990186 29.6184364958 
  130     359.999185282 -0.000213250071189 20000.6635413 1000000000.0         0.0 0.193206511486    0.0     0.0 14.4519458634 30.9571678836 
  131     359.999419005  -0.00100033357975 20001.4676325 1000000000.0         0.0 0.186685491363    1.0     0.0 14.5862788779 31.0915881966 
  132     359.999419005  -0.00100033357975 20001.4676325 1000000000.0         0.0 0.128074991519    0.0     0.0 16.1500753308 32.6553846494 
  133  0.00275868368387   -0.0137719540845 20001.5678671 1000000000.0         0.0 0.128793363657    1.0     0.0 16.1220588174  32.627379018 
  134  0.00275868368387   -0.0137719540845 20001.5678671 1000000000.0         0.0 0.112365432848    0.0     0.0 16.9910216768 33.4963418774 
  135     359.995493787  -0.00186156111072 20001.2304106 1000000000.0         0.0 0.134178055431    0.0     0.0 15.9120558382 32.4173394025 
  136  0.00464823101502  -0.00319787724721 20000.6237493 1000000000.0         0.0 0.216168643305    0.0     0.0 14.0733508248 30.5785685248 
  137  0.00667453324489   0.00446435158514  19999.537802 1000000000.0         0.0  0.10538426965    0.0     0.0 17.4720238211 33.9771236164 
  138   0.0138941824318    0.0118091321365 19999.1294088 1000000000.0         0.0 0.103888206503    0.0     0.0 17.5751025719  34.080158025 
  139     359.998234671  0.000733233138965 20002.9051406 1000000000.0         0.0 0.132451088654    0.0     0.0 15.9794075425 32.4848729195 
  140  0.00357530600412  -0.00151025884434 20002.6506476 1000000000.0         0.0 0.190269733922    0.0     0.0 14.5124434812 31.0178812309 
  141 0.000512711131743  0.000860765390679 20000.2989279 1000000000.0         0.0 0.390811113531    0.0     0.0  12.302337258 28.8075196918 
  142  0.00138225265783   0.00699849853708 19998.3206731 1000000000.0         0.0 0.127544303286    0.0     0.0 16.1707721719 32.6757398119 
  143  0.00299883096131   -0.0035543379089 19998.6456915 1000000000.0         0.0 0.114502714098    0.0     0.0 16.8437629986 33.3487659298 
  144     359.997880678  -0.00429620494832 19998.5673974 1000000000.0         0.0 0.336935887155    1.0     0.0 12.7298821349 29.2348765648 
  145     359.997880678  -0.00429620494832 19998.5673974 1000000000.0         0.0 0.110718516067    0.0     0.0  17.104494243 33.6094886729 
  146     359.999371683   0.00285014985285 19998.3004598 1000000000.0         0.0  1.85253889747    0.0     0.0 1.95223056056 18.4571960058 
  147 0.000637388284571  0.000398845977008 19999.5874194 1000000000.0         0.0 0.115155594483    0.0     0.0 16.7987795401 33.3038847226 
  148     359.991365149  -0.00157149016297 20001.3993362 1000000000.0         0.0 0.131655037348    0.0     0.0 16.0104535434 32.5157554474 
  149 3.93669555406e-05  -0.00254158302265 19996.9091914 1000000000.0         0.0 0.183210923951    0.0     0.0 14.6578549666 31.1626693387 
  150 0.000133338489524 -0.000113940481932 19998.0473364 1000000000.0         0.0 0.100370970834    0.0     0.0 17.8174401095 34.3223780698 
  151     359.997445876   0.00464415694932 19997.7478427 1000000000.0         0.0 0.504456433096    0.0     0.0 11.4341507002 27.9390561398 
  152     359.994499183   0.00237690458782 19999.7055656 1000000000.0         0.0  1.15731745714    0.0     0.0 4.91598839447 21.4211064047 
  153  0.00545477507958 -0.000692724507588 19994.0738388 1000000000.0         0.0 0.179818240412    0.0     0.0 14.7277442475 31.2322507057 
  154 0.000613786224577  0.000254183943775  19999.870615 1000000000.0         0.0 0.106342792213    0.0     0.0 17.4059816166  33.911117547 
  155      359.99889569  -0.00227131277505 19996.6666429 1000000000.0         0.0 0.133861240312    0.0     0.0 15.9244116278 32.4291996614 
  156   0.0019095546446   0.00413870284353 20004.9041225 1000000000.0         0.0 0.128627863371    1.0     0.0 16.1285133285 32.6341956999 
  157   0.0019095546446   0.00413870284353 20004.9041225 1000000000.0         0.0 0.254712286014    0.0     0.0 13.5250714742 30.0307538456 
  158     359.999530654  0.000392079546745 20006.7968971 1000000000.0         0.0 0.111509130397    0.0     0.0 17.0500209157 33.5559087324 
  159     359.999596027   0.00318732369934 19997.8339937 1000000000.0         0.0 0.178540344332    0.0     0.0 14.7540689068 31.2589837012 
  160 0.000384625067535  0.000271973893129 20000.2092044 1000000000.0         0.0 0.125753318217    0.0     0.0 16.2406205896 32.7457932818 
  161     359.998339867   -0.0026734323783 20003.0229131 1000000000.0         0.0 0.102591275678    1.0     0.0 17.6644611058  34.169939268 
  162     359.998339867   -0.0026734323783 20003.0229131 1000000000.0         0.0  1.09759453689    0.0     0.0 5.32393041929 21.8294085814 
  163  0.00202163859745  0.000416224437536 19999.6916081 1000000000.0         0.0 0.220880589289    0.0     0.0 14.0038025021 30.5089189969 
  164  0.00427563911758   0.00221723689497 19999.5595125 1000000000.0         0.0 0.123611424175    0.0     0.0 16.3241544572 32.8292566097 
  165  0.00064496543102  -0.00131070673044 20002.5606555 1000000000.0         0.0 0.108382535069    0.0     0.0 17.2654433338 33.7708713139 
  166 0.000578631791712  -0.00888527950424 20002.4617651 1000000000.0         0.0 0.291642961141    0.0     0.0 13.1416135334  29.647030778 
  167     359.996386709  -0.00137540956279 19999.1416538 1000000000.0         0.0 0.297491857149    0.0     0.0 13.0808833785 29.5859401611 
  168  2.1405502013e-05  0.000102460932378 19999.9801738 1000000000.0         0.0 0.110071213274    1.0     0.0 17.1490934054 33.6542412311 
  169  2.1405502013e-05  0.000102460932378 19999.9801738 1000000000.0         0.0 0.279084469499    0.0     0.0 13.2720106444 29.7771584701 
  170     359.996457248  0.000753705965571 20004.2012205 1000000000.0         0.0 0.555047006348    0.0     0.0 11.0348986598  27.540504732 
  171  0.00674646791941  -0.00281613714559 19999.7975296 1000000000.0         0.0 0.216650755671    0.0     0.0 14.0662348463 30.5713628415 
  172     359.999298749  0.000420689044366 20000.5882307 1000000000.0         0.0 0.183234064145    0.0     0.0 14.6573782786 31.1625921223 
  173     359.999975461  0.000177600569688  19999.800652 1000000000.0         0.0 0.117483800961    0.0     0.0 16.6383661138 33.1434944481 
  174     359.998584097    0.0017640163605 20007.2262863 1000000000.0         0.0 0.135747891866    1.0     0.0 15.8508322172 32.3567666379 
  175     359.998584097    0.0017640163605 20007.2262863 1000000000.0         0.0 0.236488731365    0.0     0.0  13.773426325 30.2793607457 
  176     359.999820097  0.000114319130487 19997.4977586 1000000000.0         0.0 0.789368846865    0.0     0.0 8.45336445258 24.9582427365 
  177  0.00220823479919 -0.000948228377575 19998.3995368 1000000000.0         0.0  0.47196677249    0.0     0.0 11.6876591308 28.1926353341 
  178 0.000646472155812   0.00291303296931  19999.726937 1000000000.0         0.0  1.78005451447    0.0     0.0 2.18089098405 18.6860113147 
  179  0.00384119996945 -0.000554550959181 19999.1679096 1000000000.0         0.0 0.147505947569    1.0     0.0 15.4789617392 31.9840213726 
  180  0.00384119996945 -0.000554550959181 19999.1679096 1000000000.0         0.0   0.3373974871    0.0     0.0 12.7262116198 29.2312712531 
  181  0.00456467429076   0.00598971924866 20000.2037277 1000000000.0         0.0 0.176464857873    0.0     0.0 14.7968239278 31.3019960255 
  182      359.99966401  -0.00129790072942 20000.0583645 1000000000.0         0.0 0.154164435612    0.0     0.0 15.2961862425 31.8013425576 
  183 2.46769138757e-05 -8.73149581582e-05 20000.0177267 1000000000.0         0.0 0.138167702785    1.0     0.0 15.7564595914 32.2616114944 
  184 2.46769138757e-05 -8.73149581582e-05 20000.0177267 1000000000.0         0.0       0.473644    0.0     0.0 11.6745767589 28.1797286619 
  185  0.00080970395168  -0.00195691438156 20000.0106773 1000000000.0         0.0  1.07310956322    0.0     0.0 5.50958282647 22.0147339641 
  186     359.996165744   0.00352961615432  19999.612238 1000000000.0         0.0 0.191249922624    0.0     0.0 14.4922515939 30.9973594711 
  187     359.998627212   0.00527542640609 20002.6674652 1000000000.0         0.0 0.138887201581    0.0     0.0 15.7283991383 32.2338387137 
  188  0.00463158313097   0.00290393633231 19994.0713986 1000000000.0         0.0 0.132436927104    0.0     0.0  15.979959843 32.4844660361 
  189 0.000150739820903  0.000554803285068 19999.8463157 1000000000.0         0.0 0.425786070577    0.0     0.0  12.038667354 28.5438006462 
  190  0.00695693364828   -0.0166377214846 19999.6435598 1000000000.0         0.0 0.118992739235    0.0     0.0 16.5344002667 33.0395115447 
  191     359.999665995 -0.000240265236901  20000.021584 1000000000.0         0.0 0.218297816531    1.0     0.0  14.041924228 30.5470765498 
  192     359.999665995 -0.000240265236901  20000.021584 1000000000.0         0.0 0.259101218319    0.0     0.0 13.4795003889 29.9846527107 
  193     359.999836571  0.000630572881708 19999.2175188 1000000000.0         0.0  0.13881512565    0.0     0.0 15.7312100996 32.2362751195 
  194     359.998383884  0.000993791830831 20001.9915131 1000000000.0         0.0  0.31708530518    0.0     0.0 12.8877284762 29.3930946695 
