\ Stellar Population Table
\ 
\ Parameters:
\ 
\type="phoenix"
\id=0
\n_stars=2192
\age_l=1e+09
\age_h=1e+09
\met_l=0.000000
\met_h=0.000000
\imf="salpeter"
\alpha=2.350000
\distribution="invpow"
\clustered="False"
\radius=10.000000
\radius_units="pc"
\dist_l=20000
\dist_h=20000
\offset_ra=0.000000
\offset_dec=0.000000
\ 
|  ID|               RA|               DEC|     Distance|         Age|Metallicity|          Mass|Binary|Dataset|     Absolute|     Apparent|
|long|           double|            double|       double|      double|     double|        double|double| double|       double|       double|
|    |          degrees|           degrees|           pc|       years|           |  solar masses|      |       |    johnson,u|    johnson,u|
|null|             null|              null|         null|        null|       null|          null|  null|   null|         null|         null|
  477     359.996461836   0.00270501003615 20003.7105887 1000000000.0         0.0 0.100942633413    0.0     0.0 17.7780525579 34.2836053709 
  478   0.0132356650037 -0.000441320379217 20003.7768087 1000000000.0         0.0  0.22512199974    0.0     0.0 13.9411992838 30.4467592852 
  479  0.00597786200848   0.00221041858057 19998.4945617 1000000000.0         0.0 0.111320183732    0.0     0.0 17.0630393408 33.5680258621 
  480      359.99632286   0.00304873231583 20003.0453522 1000000000.0         0.0 0.112744741775    0.0     0.0 16.9648872917 33.4703678898 
  481     359.996645126  -0.00790878605909 20002.8319509 1000000000.0         0.0 0.212648863441    0.0     0.0 14.1253027756 30.6307602073 
  482     359.989778644  -0.00242405591491 19998.4426169 1000000000.0         0.0  1.27134247798    0.0     0.0 4.23019632781 20.7351772088 
  483     359.997209011   0.00385857990117 19999.9419385 1000000000.0         0.0  0.23457225149    0.0     0.0  13.801713568 30.3068572424 
  484 0.000478178245132  -0.00176610347113 20004.1363412 1000000000.0         0.0 0.279388269528    0.0     0.0 13.2688562332 29.7744552627 
  485  0.00115717877502 -0.000198616803083 20001.5236671 1000000000.0         0.0 0.149086264512    0.0     0.0 15.4355820391 31.9408974412 
  486     359.997575872  -0.00165022936693 20002.4579581 1000000000.0         0.0 0.174248434566    1.0     0.0 14.8424822479 31.3478990793 
  487     359.997575872  -0.00165022936693 20002.4579581 1000000000.0         0.0 0.111174744034    0.0     0.0  17.073060136 33.5784769674 
  488 0.000541823088125   0.00610895718044 20000.0793395 1000000000.0         0.0 0.119053883876    0.0     0.0  16.530187401 33.0353459934 
  489  0.00723300065378   0.00345553721091  20000.134371 1000000000.0         0.0 0.281645360562    0.0     0.0  13.245420445 29.7505850125 
  490     359.984526664  -0.00397376697925 20002.7357301 1000000000.0         0.0 0.103856020928    0.0     0.0  17.577320158 34.0827671442 
  491     359.992800764  -0.00252071831441 19996.2418283 1000000000.0         0.0 0.162553804608    0.0     0.0 15.0833916251 31.5881335267 
  492     359.999620203  -0.00093270921955 19996.6662264 1000000000.0         0.0  0.11527731706    0.0     0.0 16.7903928546 33.2951808429 
  493     359.988190277   0.00239883696788 19998.4883102 1000000000.0         0.0 0.204943731607    0.0     0.0 14.2390305215  30.744016364 
  494  0.00546077699836   0.00373506062539 19999.5042079 1000000000.0         0.0 0.178189412111    0.0     0.0 14.7612981105 31.2663942582 
  495     359.992205934   0.00308823638761 19994.5737852 1000000000.0         0.0 0.182843305549    0.0     0.0 14.6654279057 31.1699886603 
  496     359.991786962   0.00853110451916 20005.2430901 1000000000.0         0.0 0.336940570013    0.0     0.0 12.7298448982 29.2355640631 
  497     359.997874734  -0.00479326616806 20000.3590043 1000000000.0         0.0 0.684269806018    0.0     0.0  9.7843932079 26.2895821643 
  498     359.999867934  4.97839839635e-05 20000.0922003 1000000000.0         0.0 0.116544680611    0.0     0.0 16.7030715059 33.2082314947 
  499     359.999571272  -0.00112383729037 19997.6251054 1000000000.0         0.0 0.244891107633    0.0     0.0 13.6494072513 30.1542993634 
  500     359.992693472   0.00843908912071 20005.6644815 1000000000.0         0.0 0.236291150804    0.0     0.0 13.7763426141 30.2821075186 
  501     359.999970638 -0.000164728686216 19998.1609806 1000000000.0         0.0 0.123931341043    0.0     0.0 16.3116776993 32.8166279995 
  502     359.997944155 -0.000279964959621 20000.6026892 1000000000.0         0.0 0.560900330187    0.0     0.0 10.9849112842 27.4901266977 
  503     359.997789139   -0.0015263493484 20000.5814656 1000000000.0         0.0  0.17299102361    0.0     0.0 14.8683849136 31.3735980229 
  504  0.00118634657167 -0.000953643683788 20000.0934778 1000000000.0         0.0 0.180130572369    0.0     0.0 14.7213102092 31.2264703367 
  505     359.997678765  -0.00277598239975 19995.5304335 1000000000.0         0.0 0.132391321915    0.0     0.0 15.9817384453 32.4864030924 
  506  0.00293869956424  -0.00097086531469 19998.0269393 1000000000.0         0.0  0.13468631892    0.0     0.0 15.8922335621 32.3971693075 
  507      359.99934262 -0.000486842677713 19999.8508173 1000000000.0         0.0 0.133759113286    0.0     0.0 15.9283945818 32.4335283628 
  508 0.000841553953256  0.000392720034639  20000.365451 1000000000.0         0.0   1.1952200353    0.0     0.0  4.6710627957  21.176252452 
  509  0.00109763463163    0.0105073338283 19999.8656194 1000000000.0         0.0 0.117640672391    0.0     0.0 16.6275576723 33.1326930603 
  510     359.998697147  6.03332353291e-06 20006.2250589 1000000000.0         0.0  0.22052250026    0.0     0.0 14.0090878962 30.5149136465 
  511     359.985563249   -0.0206371225097 19998.8375041 1000000000.0         0.0 0.185211925985    0.0     0.0 14.6166343247  31.121658083 
  512     359.999094201  0.000298240884241 20004.1673706 1000000000.0         0.0 0.103645897187    0.0     0.0 17.5917976838 34.0974000815 
  513     359.994169185  -0.00265995455219    20001.9607 1000000000.0         0.0 0.175831328143    0.0     0.0 14.8098746402 31.3152374884 
  514  0.00585666380095   0.00213004429949 20002.1833556 1000000000.0         0.0 0.118151747299    0.0     0.0 16.5923446111 33.0977316313 
  515  0.00108642174758  -0.00157597442795 19999.7918228 1000000000.0         0.0 0.106881038569    0.0     0.0 17.3688964426 33.8740238182 
  516  0.00227161496648 -0.000179635240529 20000.9840608 1000000000.0         0.0 0.422357982395    0.0     0.0 12.0641037785 28.5693605972 
  517       359.9920306 -0.000272182375857 20000.8096362 1000000000.0         0.0 0.101725529503    0.0     0.0 17.7241110172 34.2293488989 
  518     359.997902259   0.00337471722659 19999.5141199 1000000000.0         0.0 0.991205036663    0.0     0.0 6.19684618369 22.7019434076 
  519      359.99668323   0.00907262560767 19998.2494447 1000000000.0         0.0 0.133065989024    0.0     0.0 15.9554264281 32.4603863339 
  520     359.995684163   0.00100371826952 19999.9892756 1000000000.0         0.0 0.146347420337    0.0     0.0 15.5107633117 32.0159121257 
  521  0.00162791220026 -0.000731555506386 19998.4111548 1000000000.0         0.0 0.189208327281    1.0     0.0  14.534308458 31.0392859228 
  522  0.00162791220026 -0.000731555506386 19998.4111548 1000000000.0         0.0 0.110860685551    0.0     0.0 17.0946987656 33.5996762303 
  523     359.999050508  -0.00147846983025 19999.7338979 1000000000.0         0.0 0.110075023553    0.0     0.0 17.1488308772 33.6539519637 
  524  0.00875320353283   0.00137263171735 19999.4092232 1000000000.0         0.0 0.147015786944    0.0     0.0 15.4924166484  31.997502483 
  525     359.996531984  -0.00481039543999 19999.7842774 1000000000.0         0.0 0.199763305849    0.0     0.0 14.3168758995 30.8220024559 
  526     359.999291557  -0.00289964275829  19998.880788 1000000000.0         0.0 0.110555337106    0.0     0.0 17.1157372734 33.6207657314 
  527 0.000294902576992 -0.000100819348211 19999.0464135 1000000000.0         0.0  1.09731037268    0.0     0.0 5.32608503745  21.831131479 
  528 0.000346939654706  -0.00872681344764 19999.4955717 1000000000.0         0.0 0.115271654803    0.0     0.0 16.7907829841 33.2958781941 
  529     359.988423028    0.0115449127572 20007.5115606 1000000000.0         0.0 0.278063278687    0.0     0.0  13.282613855 29.7885792375 
  530  0.00153926781929 -0.000191069718387 19994.4379518 1000000000.0         0.0 0.160748960424    0.0     0.0 15.1205714153 31.6251174179 
  531     359.997604191  -0.00178456662412   19999.65811 1000000000.0         0.0  0.28450327859    0.0     0.0 13.2157461605 29.7208590183 
  532 1.56821534361e-07  3.33576124118e-06  20000.266836 1000000000.0         0.0 0.129641631322    0.0     0.0 16.0889763784 32.5941553279 
  533  0.00314656767853  0.000312871467325 19997.1552942 1000000000.0         0.0 0.156535997855    1.0     0.0 15.2310868589 31.7359279552 
  534  0.00314656767853  0.000312871467325 19997.1552942 1000000000.0         0.0 0.100804352378    0.0     0.0 17.7875801212 34.2924212175 
  535   0.0029778253136  -0.00819478301434 20000.8460689 1000000000.0         0.0 0.156668674148    0.0     0.0 15.2274448946 31.7326867318 
  536     359.999405709  0.000773288464414 19994.6299526 1000000000.0         0.0 0.239322545319    0.0     0.0 13.7315992311 30.2361660856 
  537     359.996055361  -0.00337174904201 19999.8007497 1000000000.0         0.0 0.104782477735    0.0     0.0 17.5134872841 34.0186156289 
  538     359.996818431   0.00786154264833 19999.2015238 1000000000.0         0.0 0.221460910326    0.0     0.0 13.9952369636 30.5003002467 
  539     359.999211181  -0.00119223201028 20000.4399967 1000000000.0         0.0 0.135706563396    0.0     0.0 15.8524440275 32.3576417774 
  540  6.0335927869e-05  0.000892415134428 19996.8515714 1000000000.0         0.0 0.190683124738    0.0     0.0 14.5039276304 31.0087357455 
  541   0.0128021592905   0.00665011113376 20000.2819934 1000000000.0         0.0 0.120495741068    0.0     0.0 16.4456660983 32.9508466935 
  542   0.0083726539877   0.00156077892304 20002.4498964 1000000000.0         0.0 0.138962495053    1.0     0.0 15.7254626929 32.2308786491 
  543   0.0083726539877   0.00156077892304 20002.4498964 1000000000.0         0.0 0.125069523493    0.0     0.0 16.2672885838 32.7727045399 
  544  0.00821119484429  -0.00911970724666 20001.3824807 1000000000.0         0.0 0.645548488858    0.0     0.0 10.1826392858 26.6879393598 
  545     359.998815965   0.00162415460783 19999.3397088 1000000000.0         0.0 0.347233514619    0.0     0.0 12.6479982476 29.1530765345 
  546     359.999964244   -0.0014319501265 19997.8667771 1000000000.0         0.0 0.111794903726    0.0     0.0 17.0303311333 33.5352494875 
  547  0.00296912260109   -0.0073935873079 19998.9929407 1000000000.0         0.0 0.211552767085    0.0     0.0 14.1414811578 30.6465217933 
  548 0.000281477650994  0.000733351900812 19999.8666805 1000000000.0         0.0 0.455740790277    0.0     0.0 11.8142217668 28.3193572701 
  549 0.000827753194991  0.000903123633685 20000.7099445 1000000000.0         0.0 0.263598536419    0.0     0.0 13.4328039142 29.9380309724 
  550    0.010008424135  -0.00541896378051 19998.3694444 1000000000.0         0.0   0.1686935379    0.0     0.0 14.9569131193  31.461886055 
  551  0.00342475831942   0.00552658282142 19996.9203229 1000000000.0         0.0 0.110833393328    0.0     0.0 17.0965791997 33.6013947806 
  552 0.000804561873274    0.0034143147921 19999.9732541 1000000000.0         0.0 0.224815774667    1.0     0.0 13.9457191659 30.4508662403 
  553 0.000804561873274    0.0034143147921 19999.9732541 1000000000.0         0.0 0.102691652026    0.0     0.0 17.6575451754 34.1626922499 
  554  0.00299120125081  -0.00316743750685 20005.8768108 1000000000.0         0.0 0.358853189015    0.0     0.0 12.5557875084 29.0615754596 
  555 0.000856562996379  -0.00363680058359 20001.9975232 1000000000.0         0.0 0.109164085257    0.0     0.0 17.2115945258 33.7169613716 
  556     359.987865465   -0.0169159116502 19999.0896474 1000000000.0         0.0 0.170570021437    0.0     0.0 14.9182575584 31.4233086942 
  557 0.000257990395934  -0.00110201279783  19999.498046 1000000000.0         0.0 0.429433027887    0.0     0.0 12.0116069199 28.5167023986 
  558     359.990748656   0.00957800837501 19994.2884427 1000000000.0         0.0 0.102599798942    0.0     0.0 17.6638738529 34.1684036182 
  559  0.00475972333045  -0.00446811083925 19998.4122068 1000000000.0         0.0 0.233266916561    0.0     0.0 13.8209803116 30.3259578906 
  560 0.000540437965875 -0.000117686799849 20000.0817492 1000000000.0         0.0 0.159442743372    0.0     0.0 15.1512966944 31.6564555485 
  561     359.997200861  -0.00695989527646 20002.6152365 1000000000.0         0.0 0.114120853386    0.0     0.0 16.8700732017 33.3755071072 
  562 0.000451196941757  0.000891319817166 19999.7184857 1000000000.0         0.0 0.244562989473    1.0     0.0 13.6542502754 30.1593696884 
  563 0.000451196941757  0.000891319817166 19999.7184857 1000000000.0         0.0 0.104548150641    0.0     0.0 17.5296324208 34.0347518339 
  564     359.998382863  -0.00159135609678 19999.3747947 1000000000.0         0.0 0.102097760187    0.0     0.0 17.6984643231 34.2035464196 
  565 0.000191659164966  0.000595158909968 19996.0713216 1000000000.0         0.0 0.123691131612    1.0     0.0 16.3210458671 32.8257692527 
  566 0.000191659164966  0.000595158909968 19996.0713216 1000000000.0         0.0 0.122039283935    0.0     0.0 16.3854679265 32.8901913121 
  567  0.00540807869689  -0.00978887601451 19998.5692119 1000000000.0         0.0 0.108773662419    0.0     0.0 17.2384946593 33.7434892863 
  568      359.99760413   0.00114918932858 20000.2623648 1000000000.0         0.0 0.145405531791    0.0     0.0 15.5366181523 32.0417966164 
  569  0.00257340020077  0.000465121309061 19999.2145929 1000000000.0         0.0 0.102862678556    0.0     0.0 17.6457614475 34.1508261497 
  570  0.00683265817498   0.00211961074049  20000.392039 1000000000.0         0.0 0.611086510468    0.0     0.0 10.5370010726 27.0421936156 
  571  0.00590798300521    0.0132072620757 19999.5116913 1000000000.0         0.0 0.514545428233    1.0     0.0  11.355254774 27.8603517342 
  572  0.00590798300521    0.0132072620757 19999.5116913 1000000000.0         0.0 0.660231564594    0.0     0.0 10.0316577926 26.5367547529 
  573     359.998778733  -0.00109446835462 19999.6610871 1000000000.0         0.0 0.327196543417    0.0     0.0 12.8073267044 29.3124398854 
  574  0.00305989964091   0.00451529310716 19997.9208207 1000000000.0         0.0 0.116067752877    0.0     0.0 16.7359318268 33.2408560493 
  575      359.99705522   0.00573709982843  20003.853449 1000000000.0         0.0 0.189224048911    0.0     0.0 14.5339845924 31.0395529134 
  576  0.00805683383893  -0.00456278645091 20003.0601162 1000000000.0         0.0 0.514078985708    0.0     0.0 11.3589023538 27.8643845546 
  577  0.00298112395044    0.0035770571155 19996.3401073 1000000000.0         0.0 0.139255846399    1.0     0.0 15.7140219904 32.2187745646 
  578  0.00298112395044    0.0035770571155 19996.3401073 1000000000.0         0.0 0.971073850281    0.0     0.0 6.38886385663 22.8936164308 
  579  0.00267667395134 -0.000277136174083 20001.7256776 1000000000.0         0.0  0.10490525676    0.0     0.0 17.5050278092 34.0103651426 
  580     359.999058349  -0.00234845866285 20000.4577374 1000000000.0         0.0 0.131660547811    0.0     0.0 16.0102386354 32.5154383113 
  581     359.998285379  0.000680892466485 20001.7758057 1000000000.0         0.0 0.139600449797    1.0     0.0 15.7005824579 32.2059252333 
  582     359.998285379  0.000680892466485 20001.7758057 1000000000.0         0.0 0.235697207545    0.0     0.0 13.7851092166 30.2904519921 
  583     359.999774536 -0.000217316519244 20002.8941224 1000000000.0         0.0 0.208722458759    0.0     0.0 14.1832565087 30.6887206897 
  584 3.25882551695e-05  5.41069054987e-06 19999.8394994 1000000000.0         0.0 0.205618986521    0.0     0.0  14.229063759 30.7341963111 
  585  0.00138398573146   0.00064648399184 19997.0467204 1000000000.0         0.0 0.350839637883    0.0     0.0 12.6193409641 29.1241702705 
  586 7.61930248932e-05 -0.000149624333856 19999.8254167 1000000000.0         0.0 0.245051280082    0.0     0.0  13.647043106 30.1521741291 
  587  0.00436196611036   0.00432088693369 19997.6245082 1000000000.0         0.0 0.134222910153    0.0     0.0 15.9103065041 32.4151985513 
  588     359.999958067  6.33412834323e-05 20000.2218903 1000000000.0         0.0 0.113964193624    0.0     0.0 16.8808670593 33.3860411289 
  589  0.00332155880493  -0.00163066130386 19998.8359641 1000000000.0         0.0   0.2816366464    0.0     0.0 13.2455109258 29.7505345168 
  590  0.00225139786845  -0.00712421617331 20001.3110486 1000000000.0         0.0 0.137824381158    0.0     0.0 15.7698491348 32.2751414538 
  591     359.999768438  -0.00046714160505 20001.6242003 1000000000.0         0.0 0.106617380375    0.0     0.0 17.3870624922 33.8923888086 
  592     359.999635869  0.000485822135253 20003.9428367 1000000000.0         0.0 0.105251769346    1.0     0.0 17.4811530921 33.9867311162 
  593     359.999635869  0.000485822135253 20003.9428367 1000000000.0         0.0 0.255466474714    0.0     0.0 13.5172405952 30.0228186194 
  594 0.000550851917909  1.90539402327e-05 20000.1528311 1000000000.0         0.0 0.448368024921    0.0     0.0 11.8711091857 28.3762757574 
  595     359.992019886   0.00310391499824 20001.3065625 1000000000.0         0.0 0.102799473565    0.0     0.0 17.6501162714 34.1554081033 
  596  0.00202381573016  0.000590593367308 20000.4684443 1000000000.0         0.0 0.114684778741    0.0     0.0 16.8312187447 33.3364195831 
  597     359.995795251    0.0141403668503 20001.0737402 1000000000.0         0.0  0.14813512665    0.0     0.0 15.4616907735 31.9669573285 
  598  0.00334794289599   0.00120938653131 19999.6739274 1000000000.0         0.0 0.134978508968    0.0     0.0 15.8808381502 32.3859527254 
  599  0.00134530312636  -0.00215364765235 20000.5873657 1000000000.0         0.0 0.103074700445    0.0     0.0 17.6311531393 34.1363668891 
  600   0.0136710385287   0.00237503515866 20000.5305236 1000000000.0         0.0 0.108790134087    0.0     0.0 17.2373597614 33.7425673398 
  601     359.999673048   3.6223943531e-05 20001.7168106 1000000000.0         0.0 0.151538476353    0.0     0.0 15.3682688241 31.8736051948 
  602  0.00382632097855   -0.0139339707625  20001.654352 1000000000.0         0.0 0.105196148712    0.0     0.0 17.4849853537 33.9903149436 
  603 0.000125473109901  -0.00237328184315 19997.4795242 1000000000.0         0.0 0.334290104802    0.0     0.0 12.7509206649 29.2557969688 
  604     359.995697836 -0.000319329659469 20000.9540429 1000000000.0         0.0 0.414434472155    0.0     0.0  12.122896248 28.6281498077 
  605  0.00391994287157 -0.000309496354806 19995.9814777 1000000000.0         0.0   0.1104490532    0.0     0.0 17.1230602345 33.6277738635 
  606     359.996896445  0.000838997673786 20001.3208926 1000000000.0         0.0 0.116578111261    0.0     0.0 16.7007681341 33.2060615218 
  607 0.000116200916691 -6.18852196767e-05 19999.4227465 1000000000.0         0.0 0.151431685595    0.0     0.0 15.3712002304 31.8762875333 
  608     359.999436123  -0.00150482430576 20000.5091795 1000000000.0         0.0  1.02990842302    0.0     0.0 5.86248839903 22.3676936601 
  609 0.000870660632065  0.000854627983623 20002.9878921 1000000000.0         0.0 0.289556469747    0.0     0.0 13.1632779544 29.6687523147 
  610     359.995143852    0.0024634135201   19992.17534 1000000000.0         0.0 0.110509894936    0.0     0.0 17.1188682389 33.6231684994 
  611 0.000442740988746  -0.00359460724583 20000.1245587 1000000000.0         0.0  0.14785379946    1.0     0.0 15.4694132048 31.9745767069 
  612 0.000442740988746  -0.00359460724583 20000.1245587 1000000000.0         0.0 0.614276546177    0.0     0.0 10.5041989293 27.0093624314 
  613     359.999992978  5.99263654032e-06 20000.2376185 1000000000.0         0.0 0.349508950869    0.0     0.0 12.6299046074 29.1350803847 
  614  0.00286295589458   0.00288687181349 20000.6900447 1000000000.0         0.0 0.143275578368    0.0     0.0 15.5950853738 32.1003102715 
  615      359.99997782 -0.000595133834881 19997.7356929 1000000000.0         0.0 0.111332473273    0.0     0.0 17.0621925915 33.5670967119 
  616  0.00975460311467   0.00218148610098 19999.2900766 1000000000.0         0.0  0.10365876163    0.0     0.0 17.5909113237 34.0959842217 
  617     359.999973285  0.000113787436192 20001.0095476 1000000000.0         0.0  0.10702205412    0.0     0.0 17.3591804711 33.8644400569 
  618      359.99927569  -0.00719746163241 19999.6519823 1000000000.0         0.0  0.46377398734    0.0     0.0 11.7515628422 28.2566750347 
  619 0.000167290401278  -0.00233782714626 19998.2581444 1000000000.0         0.0 0.114009729242    0.0     0.0 16.8777296552 33.3826905058 
  620  0.00742399413862  -0.00574281381828 20001.0055482 1000000000.0         0.0 0.138383537513    0.0     0.0  15.748042037 32.2533011886 
  621  0.00481749986436   0.00133264931863 19999.9775732 1000000000.0         0.0 0.214712292709    0.0     0.0 14.0948465596  30.599994103 
  622     359.997101244   0.00034067927929 20001.2364845 1000000000.0         0.0 0.195183629915    0.0     0.0 14.4112172237 30.9165014475 
  623  0.00436929526499  -0.00150912336586  20002.124747 1000000000.0         0.0 0.143663056127    0.0     0.0 15.5844491093 32.0898297669 
  624   0.0121845566771  -0.00196499256213 19998.5241905 1000000000.0         0.0 0.140257026181    0.0     0.0 15.6779446313 32.1829343698 
  625 0.000596668937941  -0.00197757112841 19999.2893082 1000000000.0         0.0 0.104540054925    0.0     0.0 17.5301902156 34.0352630302 
  626     359.999936551 -0.000262339555158 19999.6248906 1000000000.0         0.0 0.149792803664    0.0     0.0 15.4161875394 31.9212967904 
  627     359.988167484   0.00302621377026 19996.6611986 1000000000.0         0.0 0.249112899323    0.0     0.0  13.587093606 30.0918810483 
  628      359.99983284    0.0140895460327 20000.8332318 1000000000.0         0.0 0.284462088617    0.0     0.0 13.2161738435 29.7214142869 
  629     359.994725842  -0.00758288305603 19993.6033328 1000000000.0         0.0 0.116698857962    0.0     0.0 16.6924486864 33.1969040443 
  630     359.993408288   0.00376624674022 19996.9398943 1000000000.0         0.0 0.407836625184    0.0     0.0 12.1718522921 28.6766699982 
  631     359.999037773   2.0136987741e-05 20002.6279107 1000000000.0         0.0 0.101828833791    0.0     0.0 17.7169933518 34.2224286332 
  632     359.999938422 -9.01778501215e-05 20001.2516455 1000000000.0         0.0 0.167361542042    1.0     0.0 14.9843522339 31.4896381037 
  633     359.999938422 -9.01778501215e-05 20001.2516455 1000000000.0         0.0 0.509379858268    0.0     0.0  11.395649523 27.9009353928 
  634     359.994487806  -0.00384103969412 19998.4868441 1000000000.0         0.0  0.41563696046    1.0     0.0 12.1139737812 28.6189594645 
  635     359.994487806  -0.00384103969412 19998.4868441 1000000000.0         0.0 0.121354771678    0.0     0.0 16.4121639046 32.9171495879 
  636 0.000304826498748   0.00505087250092 20005.3462102 1000000000.0         0.0 0.110214633249    0.0     0.0 17.1392117691 33.6449421273 
  637     359.997239341  -0.00405175985836 19999.8121328 1000000000.0         0.0 0.131701223589    0.0     0.0   16.00865228 32.5137818608 
  638 8.72826182493e-05  6.06923505171e-05 20000.0159881 1000000000.0         0.0 0.381789225669    0.0     0.0 12.3738875784 28.8790392926 
  639     359.999496345  -0.00190730849138 20000.0325676 1000000000.0         0.0  0.35589139021    0.0     0.0 12.5792767887  29.084430303 
  640   0.0125599572555 -0.000150433314084  20003.376642 1000000000.0         0.0 0.135732424422    0.0     0.0 15.8514354475 32.3569520092 
  641  0.00144074090799   0.00248806597433 19999.4897123 1000000000.0         0.0 0.134198914694    1.0     0.0 15.9112423269 32.4163369008 
  642  0.00144074090799   0.00248806597433 19999.4897123 1000000000.0         0.0  0.12175222071    0.0     0.0 16.3966633923 32.9017579661 
  643      359.99928705   0.00117740954771 19998.7063552 1000000000.0         0.0 0.173908427027    0.0     0.0 14.8494864032 31.3544959213 
  644     359.994624326  -0.00774788967381 20005.0154553 1000000000.0         0.0 0.125555318301    0.0     0.0 16.2483425862 32.7540370424 
  645  0.00147125004642 -0.000189848549505 19999.2080641 1000000000.0         0.0 0.102267853276    0.0     0.0 17.6867449093 34.1918089026 
  646  0.00801096661731   0.00543158570212 20005.8568862 1000000000.0         0.0 0.203436304929    0.0     0.0 14.2612801392 30.7670659278 
  647   0.0136612628945   0.00410029611138 19996.9480616 1000000000.0         0.0 0.169827618544    0.0     0.0  14.933551058  31.438369651 
  648     359.998701687   0.00129784992731 19999.9656885 1000000000.0         0.0 0.102853526403    0.0     0.0 17.6463920309 34.1515382839 
  649      359.99870717 -0.000707817310691 19999.4989819 1000000000.0         0.0 0.275752410909    0.0     0.0 13.3066080169 29.8117035972 
  650     359.997392272 -6.88636007073e-05 19999.4179037 1000000000.0         0.0 0.764970020012    1.0     0.0 8.77601484064 25.2811016177 
  651     359.997392272 -6.88636007073e-05 19999.4179037 1000000000.0         0.0  1.50714789324    0.0     0.0 3.14259911549 19.6476858926 
  652      359.99793043   0.00341999338967 19998.3901292 1000000000.0         0.0 0.316862510919    0.0     0.0 12.8895000746 29.3944752564 
  653     359.997721932   0.00399784287453 20000.8852808 1000000000.0         0.0 0.135481724253    0.0     0.0 15.8612127541 32.3664588485 
  654     359.997108815  -0.00105878246976 20001.9573264 1000000000.0         0.0  0.13420984798    0.0     0.0 15.9108159288 32.4161784107 
  655 0.000457196907676 -5.02366220493e-05 19999.9887888 1000000000.0         0.0 0.136629466948    0.0     0.0  15.816450789 32.3215995501 
  656   0.0029125677629   0.00199189825801 19998.8461404 1000000000.0         0.0 0.152500939043    0.0     0.0 15.3418492233 31.8468739192 
  657  0.00277066938454  0.000520238986943 19999.6675587 1000000000.0         0.0 0.186695944572    0.0     0.0 14.5860635418 31.0911774255 
  658     359.999959614  0.000163346916562 19998.3436421 1000000000.0         0.0 0.199807119844    0.0     0.0 14.3159733312 30.8209434653 
  659 0.000138764966639  8.08784203088e-05 20000.0032756 1000000000.0         0.0 0.114912695797    0.0     0.0 16.8155152596 33.3206655935 
  660     359.998400908   0.00203652249865 19993.8650862 1000000000.0         0.0 0.412101055672    0.0     0.0 12.1402102052 28.6446939915 
  661  0.00331188729785  -0.00778909554865 20000.9829788 1000000000.0         0.0 0.243353914125    0.0     0.0 13.6720962275 30.1773529288 
  662  0.00184984580139 -0.000347823670388 19999.6283763 1000000000.0         0.0  0.11425784849    0.0     0.0 16.8606342391 33.3657438685 
  663     359.999795704 -7.82781066606e-05 19999.8475476 1000000000.0         0.0 0.392962260668    0.0     0.0 12.2852770518 28.7904104778 
  664  0.00519199736348  -0.00412450056534 19999.9145261 1000000000.0         0.0 0.101155647215    0.0     0.0 17.7633759069  34.268516605 
  665     359.990769752   0.00967829172026 19998.1679691 1000000000.0         0.0 0.209310882852    0.0     0.0 14.1745713691 30.6795224281 
  666     359.999832221 -1.74488724934e-05 20000.6970118 1000000000.0         0.0 0.113432402776    0.0     0.0 16.9175074487 33.4227331028 
  667     359.994096299  -0.00820994960685 20000.3920004 1000000000.0         0.0 0.123841049159    0.0     0.0 16.3151990828 32.8203916216 
  668  0.00858035476412  0.000863355705809  20000.789511 1000000000.0         0.0 0.135276411586    0.0     0.0 15.8692199481 32.3744556448 
  669  0.00334808622158   0.00209391176409 19997.6221822 1000000000.0         0.0 0.100134669468    0.0     0.0 17.8337212736 34.3386130683 
  670 5.41450192633e-07 -2.36489605812e-06 20000.0039821 1000000000.0         0.0 0.151637645436    0.0     0.0 15.3655466328 31.8706970435 
  671 0.000898710999087   0.00198232124979 20000.3647436 1000000000.0         0.0 0.312143083727    0.0     0.0 12.9270276552 29.4322172347 
  672 0.000579333298099   0.00108045642199 19999.7909122 1000000000.0         0.0 0.224676264957    0.0     0.0 13.9477783292  30.452905606 
  673     359.983833424  0.000201997516413  20005.881029 1000000000.0         0.0  0.17643732533    0.0     0.0 14.7973910982 31.3031795073 
  674     359.999772638     0.010840174644 20005.4613579 1000000000.0         0.0  0.18198396588    0.0     0.0 14.6831303029 31.1888731596 
  675  0.00166616268188   0.00345730258065  19998.307796 1000000000.0         0.0 0.100715369265    0.0     0.0 17.7937110576 34.2986772994 
  676     359.992294455    -0.021488688895 20000.5029152 1000000000.0         0.0 0.196663848131    0.0     0.0 14.3807247285 30.8859293095 
  677     359.999392433  0.000945907577932 19998.0390811 1000000000.0         0.0  1.51654222518    0.0     0.0 3.10558880232 19.6105258661 
  678     359.999709467  0.000290569677788 19999.6072956 1000000000.0         0.0 0.111382881887    1.0     0.0  17.058719438 33.5638267785 
  679     359.999709467  0.000290569677788 19999.6072956 1000000000.0         0.0 0.119936837594    0.0     0.0 16.4693518898 32.9744592303 
  680     359.996986356    -0.021331886365 20004.1747838 1000000000.0         0.0   0.1891911667    0.0     0.0  14.534661966 31.0402651684 
  681 0.000936602934648  -0.00331365720559 19998.1431979 1000000000.0         0.0 0.359944434848    0.0     0.0 12.5471331125 29.0520814818 
